Typhoon,Station1,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,href,Station2,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,Station3,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,Station4,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,Station5,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,Station6,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time
Typhoon Marian ( May 1990 )Ko Lau Wan,Quarry Bay,1.94,17/5/1990 13:55,0.3,18/5/1990 20:02,,Tai Po Kau,1.9,18/5/1990 15:25,0.41,19/5/1990 4:27,Tsim Bei Tsui,2.05,17/5/1990 13:51,0.57,17/5/1990 3:09,Waglan Island,1.99,17/5/1990 13:10,0.22,18/5/1990 17:37,Lok On Pai,1.91,17/5/1990 14:02,0.39,17/5/1990 3:05,Tai O,1.95,17/5/1990 13:39,0.26,17/5/1990 3:08
Severe Tropical Storm Nathan ( Jun 1990 )Ko Lau Wan,Quarry Bay,2.12,18/6/1990 5:50,0.46,17/6/1990 17:01,,Tai Po Kau,2.17,18/6/1990 5:00,0.67,18/6/1990 0:39,Tsim Bei Tsui,2.16,18/6/1990 7:25,0.46,18/6/1990 10:25,Waglan Island,2.11,18/6/1990 4:59,0.45,17/6/1990 12:20,Lok On Pai,2.17,18/6/1990 5:53,0.48,18/6/1990 0:56,Tai O,2.19,18/6/1990 5:38,0.54,18/6/1990 3:02
Typhoon Percy ( Jun 1990 ),Quarry Bay,1.98,28/6/1990 11:14,0.2,29/6/1990 2:42,,Tai Po Kau,1.97,28/6/1990 10:46,0.3,28/6/1990 8:54,Waglan Island,2.01,28/6/1990 10:56,0.18,28/6/1990 9:44,Lok On Pai,2.06,28/6/1990 13:39,0.27,28/6/1990 17:29,Tai O,2.04,28/6/1990 12:59,0.2,29/6/1990 1:03,Ko Lau Wan,2.03,28/6/1990 10:17,0.43,28/6/1990 9:23
Severe Tropical Storm Tasha ( Jul 1990 ),Quarry Bay,2.38,31/7/1990 1:40,0.73,31/7/1990 0:34,,Tai Po Kau,2.28,31/7/1990 1:54,0.74,30/7/1990 23:52,Waglan Island,2.49,31/7/1990 0:26,0.89,31/7/1990 0:11,Chi Ma Wan,2.28,31/7/1990 0:58,0.7,31/7/1990 0:14,Lok On Pai,2.3,30/7/1990 3:39,0.59,30/7/1990 23:51,Ko Lau Wan,2.35,31/7/1990 0:33,1,30/7/1990 11:09
Typhoon Becky ( Aug 1990 ),Quarry Bay,2.47,28/8/1990 1:01,0.64,28/8/1990 8:07,,Tai Po Kau,2.4,28/8/1990 1:40,0.77,28/8/1990 7:23,Chi Ma Wan,2.46,28/8/1990 0:59,0.59,28/8/1990 8:20,Lok On Pai,2.51,28/8/1990 1:20,0.63,28/8/1990 13:53,Ko Lau Wan,2.4,28/8/1990 1:58,0.64,28/8/1990 9:26,,,,,
Typhoon ED ( Sep 1990 ),Quarry Bay,2.53,16/9/1990 7:51,0.28,16/9/1990 7:54,,Tai Po Kau,2.43,16/9/1990 7:05,0.2,16/9/1990 1:32,Chi Ma Wan,2.48,16/9/1990 7:17,0.39,16/9/1990 11:56,Lok On Pai,2.54,16/9/1990 7:56,0.36,16/9/1990 12:20,Tai O,2.52,16/9/1990 7:34,0.3,16/9/1990 6:13,Ko Lau Wan,2.49,16/9/1990 7:17,0.58,16/9/1990 2:38
Typhoon Zeke ( Jul 1991 ),Quarry Bay,2.72,12/7/1991 8:44,0.32,13/7/1991 8:23,,Tai Po Kau,2.68,13/7/1991 8:25,0.71,13/7/1991 5:54,Chi Ma Wan,2.7,12/7/1991 8:00,0.34,13/7/1991 15:44,Lok On Pai,2.84,12/7/1991 8:47,0.3,13/7/1991 16:23,Ko Lau Wan,2.67,13/7/1991 7:45,0.36,13/7/1991 15:44,,,,,
Typhoon Amy ( Jul 1991 ),Quarry Bay,2.14,20/7/1991 4:01,0.33,20/7/1991 6:18,,Tai Po Kau,2.1,20/7/1991 2:33,0.55,19/7/1991 22:41,Chi Ma Wan,2.06,20/7/1991 3:24,0.26,20/7/1991 5:37,Lok On Pai,2.23,20/7/1991 4:01,0.33,20/7/1991 6:50,Tai O,2.15,20/7/1991 4:38,0.22,20/7/1991 7:07,Ko Lau Wan,2.19,20/7/1991 3:09,0.46,19/7/1991 22:29
Severe Tropical Storm Brendan ( Jul 1991 ),Quarry Bay,3,24/7/1991 6:36,0.9,24/7/1991 6:36,,Tai Po Kau,3.11,24/7/1991 5:35,1.15,24/7/1991 3:04,Chi Ma Wan,2.96,24/7/1991 6:18,0.89,24/7/1991 4:44,Lok On Pai,2.98,24/7/1991 8:20,0.76,24/7/1991 8:20,Tai O,3.21,24/7/1991 7:50,0.84,24/7/1991 7:50,Ko Lau Wan,3.04,24/7/1991 5:37,0.96,24/7/1991 5:37
Typhoon Fred ( Aug 1991 ),Quarry Bay,2.36,16/8/1991 0:45,0.77,15/8/1991 15:38,,Tai Po Kau,2.48,15/8/1991 13:41,0.94,15/8/1991 10:03,Chi Ma Wan,2.44,16/8/1991 0:38,0.93,15/8/1991 16:08,Lok On Pai,2.42,16/8/1991 1:09,0.71,15/8/1991 18:13,,,,,,,,,,
Severe Tropical Storm Joel ( Sep 1991 ),Quarry Bay,2.55,6/9/1991 6:16,0.3,6/9/1991 4:28,,Tai Po Kau,2.5,6/9/1991 7:37,0.51,6/9/1991 2:39,Chi Ma Wan,2.5,6/9/1991 6:20,0.27,5/9/1991 21:23,Lok On Pai,2.48,6/9/1991 7:49,0.24,5/9/1991 17:03,,,,,,,,,,
Typhoon Nat(1) ( Sep 1991 ),Quarry Bay,2.3,17/9/1991 2:29,0.33,18/9/1991 8:17,,Tai Po Kau,2.33,17/9/1991 3:16,0.39,17/9/1991 16:01,Waglan Island,2.25,18/9/1991 4:10,0.2,18/9/1991 6:01,Chi Ma Wan,2.22,18/9/1991 4:08,0.3,16/9/1991 21:48,Lok On Pai,2.2,17/9/1991 2:51,0.29,18/9/1991 19:53,Ko Lau Wan,2.37,17/9/1991 3:22,0.38,16/9/1991 20:23
Typhoon Nat(2) ( Sep 1991 )Ko Lau Wan,Quarry Bay,2.34,23/9/1991 8:56,0.3,25/9/1991 5:30,,Tai Po Kau,2.38,25/9/1991 10:40,0.68,25/9/1991 6:01,Waglan Island,2.29,23/9/1991 8:50,0.31,24/9/1991 17:02,Chi Ma Wan,2.31,25/9/1991 22:27,0.27,25/9/1991 5:34,Lok On Pai,2.37,25/9/1991 22:38,0.29,25/9/1991 5:39,Tai O,2.41,25/9/1991 22:50,0.36,25/9/1991 6:01
Typhoon Nat(3) ( Oct 1991 )Ko Lau Wan,Quarry Bay,2.56,30/9/1991 0:52,0.31,29/9/1991 18:41,,Tai Po Kau,2.63,30/9/1991 1:32,0.57,30/9/1991 13:29,Waglan Island,2.49,30/9/1991 0:50,0.23,29/9/1991 19:25,Chi Ma Wan,2.5,30/9/1991 0:59,0.39,29/9/1991 18:25,Lok On Pai,2.55,30/9/1991 0:52,0.35,29/9/1991 9:04,Tai O,2.58,30/9/1991 1:20,0.46,29/9/1991 9:03
Typhoon Chuck ( Jun 1992 ),Quarry Bay,2.63,28/6/1992 7:32,0.55,28/6/1992 21:01,,Tai Po Kau,2.65,28/6/1992 7:06,0.68,28/6/1992 8:35,Tsim Bei Tsui,2.86,28/6/1992 7:43,0.65,28/6/1992 21:57,Lok On Pai,2.68,28/6/1992 7:01,0.54,28/6/1992 2:10,Tai O,2.73,28/6/1992 7:23,0.62,28/6/1992 16:07,Ko Lau Wan,2.73,28/6/1992 7:05,0.69,28/6/1992 15:23
Typhoon Eli ( Jul 1992 )Ko Lau Wan,Quarry Bay,2.41,13/7/1992 6:26,0.28,13/7/1992 6:21,,Tai Po Kau,2.38,13/7/1992 5:30,0.41,13/7/1992 5:30,Tsim Bei Tsui,2.87,13/7/1992 7:59,0.38,13/7/1992 7:30,Chi Ma Wan,2.59,13/7/1992 6:56,0.37,13/7/1992 11:34,Lok On Pai,2.59,13/7/1992 7:51,0.32,13/7/1992 6:26,Tai O,2.63,13/7/1992 8:30,0.27,13/7/1992 23:38
Tropical Storm Faye ( Jul 1992 ),Quarry Bay,2.25,18/7/1992 10:13,0.25,18/7/1992 8:24,,Tai Po Kau,2.32,18/7/1992 8:54,0.45,18/7/1992 8:54,Tsim Bei Tsui,3.27,18/7/1992 11:41,0.75,18/7/1992 11:41,Chi Ma Wan,2.41,18/7/1992 10:17,0.37,18/7/1992 7:59,Lok On Pai,2.49,18/7/1992 10:36,0.44,18/7/1992 9:55,Ko Lau Wan,2.29,18/7/1992 8:21,0.28,18/7/1992 8:18
Severe Tropical Storm Gary ( Jul 1992 ),Quarry Bay,1.91,22/7/1992 12:51,0.49,22/7/1992 11:08,,Tai Po Kau,2.07,22/7/1992 3:50,0.73,22/7/1992 10:53,Tsim Bei Tsui,2.17,22/7/1992 14:47,0.51,22/7/1992 12:54,Chi Ma Wan,2.18,22/7/1992 12:39,0.67,22/7/1992 12:39,Ko Lau Wan,2.05,22/7/1992 3:23,0.59,22/7/1992 10:42,,,,,
Tropical Storm Mark ( Aug 1992 ),Quarry Bay,2.03,16/8/1992 10:38,0.23,17/8/1992 20:02,,Tai Po Kau,2.11,16/8/1992 7:55,0.55,17/8/1992 8:14,Tsim Bei Tsui,2.46,16/8/1992 10:54,0.39,17/8/1992 9:30,Lok On Pai,2.18,16/8/1992 11:35,0.16,17/8/1992 7:50,Ko Lau Wan,2.11,16/8/1992 7:53,0.35,17/8/1992 19:49,,,,,
Typhoon Koryn ( Jun 1993 ),Quarry Bay,2.61,27/6/1993 17:03,1.34,27/6/1993 18:58,,Tai Po Kau,3.01,27/6/1993 16:20,1.46,27/6/1993 16:20,Lok On Pai,2.49,27/6/1993 17:11,1.34,27/6/1993 19:56,,,,,,,,,,,,,,,
Severe Tropical Storm Lewis ( Jul 1993 ),Quarry Bay,1.74,10/7/1993 11:18,0.11,10/7/1993 22:46,,Tsim Bei Tsui,2.25,9/7/1993 12:49,0.06,11/7/1993 1:07,Lok On Pai,1.93,9/7/1993 12:44,0.08,10/7/1993 17:15,Tai O,1.68,10/7/1993 13:04,0.14,10/7/1993 17:25,Ko Lau Wan,1.73,10/7/1993 10:32,0.18,10/7/1993 22:59,,,,,
Typhoon Tasha ( Aug 1993 ),Quarry Bay,2.77,20/8/1993 10:56,0.58,20/8/1993 12:56,,Tai Po Kau,2.71,20/8/1993 12:02,0.89,20/8/1993 20:47,Tsim Bei Tsui,3.15,20/8/1993 11:09,0.7,20/8/1993 22:28,Lok On Pai,2.87,20/8/1993 11:14,0.52,20/8/1993 10:02,Tai O,3.01,20/8/1993 11:40,0.72,20/8/1993 16:25,,,,,
Tropical Storm Winona ( Aug 1993 ),Quarry Bay,1.96,26/8/1993 1:57,0.02,26/8/1993 20:59,,Tai Po Kau,1.98,26/8/1993 5:25,0.16,26/8/1993 20:45,Tsim Bei Tsui,2.29,26/8/1993 3:33,0.13,26/8/1993 17:44,Lok On Pai,2.02,26/8/1993 3:51,0.01,26/8/1993 16:12,Tai O,2.06,26/8/1993 3:43,0.12,26/8/1993 9:41,,,,,
Typhoon Abe ( Sep 1993 ),Quarry Bay,2.26,14/9/1993 7:34,0.15,13/9/1993 17:30,,Tsim Bei Tsui,2.57,14/9/1993 7:50,0.31,14/9/1993 5:11,Lok On Pai,2.31,14/9/1993 7:55,0.13,13/9/1993 19:33,Ko Lau Wan,2.23,14/9/1993 7:54,0.17,12/9/1993 5:42,,,,,,,,,,
Severe Tropical Storm Becky ( Sep 1993 ),Quarry Bay,3.08,17/9/1993 10:34,0.88,17/9/1993 8:45,,Tai Po Kau,3.25,17/9/1993 7:14,1.42,17/9/1993 7:06,Tsim Bei Tsui,3.98,17/9/1993 11:37,1.32,17/9/1993 11:37,Lok On Pai,3.38,17/9/1993 10:58,1.02,17/9/1993 10:58,,,,,,,,,,
Typhoon Dot ( Sep 1993 ),Quarry Bay,2.39,26/9/1993 6:02,0.48,26/9/1993 13:53,,Tai Po Kau,2.57,26/9/1993 6:08,0.55,26/9/1993 3:28,Tsim Bei Tsui,2.46,26/9/1993 6:09,0.56,26/9/1993 16:20,Lok On Pai,2.17,26/9/1993 6:32,0.42,26/9/1993 14:17,,,,,,,,,,
Tropical Depression No name ( Oct 1993 ),Quarry Bay,2.24,12/10/1993 6:02,0.16,12/10/1993 6:02,,Tai Po Kau,2.31,12/10/1993 6:26,0.43,12/10/1993 6:26,Tsim Bei Tsui,2.45,13/10/1993 7:45,0.52,14/10/1993 5:59,Lok On Pai,2.02,13/10/1993 7:46,0.06,14/10/1993 4:20,Ko Lau Wan,2.28,12/10/1993 6:14,0.32,12/10/1993 6:14,,,,,
Typhoon Ira ( Nov 1993 ),Quarry Bay,2.68,3/11/1993 23:44,0.45,4/11/1993 7:54,,Tai Po Kau,2.66,4/11/1993 0:09,0.65,4/11/1993 8:29,Tsim Bei Tsui,2.97,3/11/1993 23:17,0.79,5/11/1993 9:11,Lok On Pai,2.53,3/11/1993 23:39,0.39,4/11/1993 8:31,Ko Lau Wan,2.65,3/11/1993 23:56,0.64,4/11/1993 8:00,,,,,
Severe Tropical Storm Russ ( Jun 1994 ),Quarry Bay,2.35,7/6/1994 6:30,0.53,7/6/1994 5:11,,Tai Po Kau,2.35,7/6/1994 5:20,0.61,7/6/1994 3:35,Tsim Bei Tsui,2.72,7/6/1994 8:06,0.52,7/6/1994 6:12,Chi Ma Wan,2.42,7/6/1994 6:28,0.5,6/6/1994 22:25,Ko Lau Wan,2.2,7/6/1994 5:30,0.35,6/6/1994 21:45,,,,,
Tropical Storm Sharon ( Jun 1994 ),Quarry Bay,2.55,25/6/1994 8:34,0.39,25/6/1994 7:10,,Tai Po Kau,2.61,25/6/1994 7:45,0.47,24/6/1994 19:37,Tsim Bei Tsui,3.29,25/6/1994 10:00,0.63,25/6/1994 9:59,Chi Ma Wan,2.58,25/6/1994 8:57,0.41,24/6/1994 14:59,Ko Lau Wan,2.41,25/6/1994 7:38,0.23,24/6/1994 19:28,,,,,
Severe Tropical Storm Harry ( Aug 1994 ),Quarry Bay,2.23,27/8/1994 2:01,0.6,27/8/1994 2:33,,Tai Po Kau,2.28,27/8/1994 1:43,0.56,27/8/1994 10:12,Tsim Bei Tsui,2.46,27/8/1994 1:18,0.46,27/8/1994 12:24,Chi Ma Wan,2.26,27/8/1994 0:30,0.47,27/8/1994 5:14,Ko Lau Wan,2.19,27/8/1994 1:45,0.61,26/8/1994 18:14,,,,,
Tropical Storm Luke ( Sep 1994 ),Quarry Bay,2.61,12/9/1994 2:14,0.61,12/9/1994 10:00,,Tai Po Kau,2.87,12/9/1994 2:33,0.63,12/9/1994 2:33,Tsim Bei Tsui,2.58,12/9/1994 1:52,0.4,12/9/1994 11:58,Chi Ma Wan,2.53,12/9/1994 1:58,0.55,12/9/1994 9:10,,,,,,,,,,
Severe Tropical Storm Gary ( Jul 1995 ),Quarry Bay,2.43,30/7/1995 10:21,0.51,30/7/1995 20:36,,Tai Po Kau,2.8,30/7/1995 11:22,0.56,30/7/1995 21:02,Waglan Island,2.49,30/7/1995 10:29,0.57,30/7/1995 20:06,Lok On Pai,2.49,30/7/1995 10:55,0.39,30/7/1995 20:22,,,,,,,,,,
Severe Tropical Storm Helen ( Aug 1995 ),Quarry Bay,2.59,12/8/1995 10:20,0.55,12/8/1995 1:03,,Tai Po Kau,2.9,12/8/1995 7:15,1,12/8/1995 6:28,Tsim Bei Tsui,3.41,12/8/1995 10:35,0.77,12/8/1995 10:03,Waglan Island,2.61,12/8/1995 9:51,0.64,12/8/1995 2:03,Lok On Pai,2.62,11/8/1995 9:38,0.29,12/8/1995 3:54,,,,,
Tropical Storm Irving ( Aug 1995 ),Tai Po Kau,2.02,20/8/1995 5:55,0.21,19/8/1995 0:35,,Waglan Island,1.98,20/8/1995 5:01,0.17,20/8/1995 6:48,,,,,,,,,,,,,,,,,,,,
Severe Tropical Storm Lois ( Aug 1995 ),Quarry Bay,2.34,27/8/1995 8:29,0.35,27/8/1995 7:41,,Waglan Island,2.42,27/8/1995 8:45,0.34,27/8/1995 7:33,,,,,,,,,,,,,,,,,,,,
Typhoon Kent ( Aug 1995 ),Quarry Bay,2.2,31/8/1995 22:59,0.48,31/8/1995 16:50,,Waglan Island,2.28,31/8/1995 23:18,0.51,31/8/1995 16:32,,,,,,,,,,,,,,,,,,,,
Tropical Storm Nina ( Sep 1995 ),Quarry Bay,2.31,7/9/1995 7:03,0.2,7/9/1995 4:36,,Tai Po Kau,2.4,7/9/1995 5:54,0.38,6/9/1995 3:09,,,,,,,,,,,,,,,,,,,,
Typhoon Ryan ( Sep 1995 ),Tai Po Kau,2.48,21/9/1995 7:28,0.59,21/9/1995 3:19,,,,,,,,,,,,,,,,,,,,,,,,,,
Typhoon Sibyl ( Oct 1995 ),Tai Po Kau,3,3/10/1995 4:41,0.8,2/10/1995 23:37,,Tsim Bei Tsui,2.81,3/10/1995 5:03,0.45,3/10/1995 5:03,Waglan Island,2.72,3/10/1995 4:10,0.52,3/10/1995 4:10,Lok On Pai,2.84,3/10/1995 4:07,0.65,3/10/1995 4:07,,,,,,,,,,
Severe Tropical Storm Frankie ( Jul 1996 ),Quarry Bay,1.99,22/7/1996 11:32,0.4,21/7/1996 16:07,,Tai Po Kau,2.21,22/7/1996 10:24,0.67,21/7/1996 15:42,Waglan Island,2.08,22/7/1996 11:27,0.53,21/7/1996 16:30,Lok On Pai,2.1,22/7/1996 12:51,0.4,22/7/1996 9:31,,,,,,,,,,
Typhoon Gloria ( Jul 1996 ),Quarry Bay,2.46,27/7/1996 5:56,0.41,26/7/1996 21:40,,Tai Po Kau,2.51,27/7/1996 5:45,0.57,27/7/1996 1:34,Waglan Island,2.52,27/7/1996 5:50,0.45,26/7/1996 21:24,Lok On Pai,2.51,27/7/1996 6:19,0.37,26/7/1996 20:53,,,,,,,,,,
Tropical Depression Lisa ( Aug 1996 ),Quarry Bay,1.65,6/8/1996 13:52,0.29,6/8/1996 12:07,,Tai Po Kau,1.75,6/8/1996 15:17,0.42,6/8/1996 11:13,Tsim Bei Tsui,1.74,6/8/1996 15:04,0.14,6/8/1996 13:56,Waglan Island,1.72,6/8/1996 15:44,0.32,6/8/1996 12:11,Lok On Pai,1.71,6/8/1996 14:23,0.26,6/8/1996 12:22,,,,,
Typhoon Niki ( Aug 1996 ),Quarry Bay,1.81,21/8/1996 1:55,0.08,---,,Tai Po Kau,1.8,21/8/1996 3:00,0.33,---,Tsim Bei Tsui,2,21/8/1996 1:23,0.01,---,Lok On Pai,1.9,21/8/1996 1:43,0.1,---,,,,,,,,,,
Tropical Depression Sally ( Sep 1996 ),Quarry Bay,2.85,9/9/1996 5:34,0.84,9/9/1996 5:34,,Tai Po Kau,2.99,9/9/1996 3:54,1.23,9/9/1996 3:15,Tsim Bei Tsui,3.11,9/9/1996 7:31,0.96,9/9/1996 6:19,Lok On Pai,3.02,9/9/1996 6:56,0.97,9/9/1996 6:50,,,,,,,,,,
Severe Tropical Storm Willie ( Sep 1996 ),Quarry Bay,2.17,20/9/1996 1:44,0.16,19/9/1996 22:14,,Tai Po Kau,2.33,20/9/1996 2:31,0.35,19/9/1996 22:09,Waglan Island,2.24,20/9/1996 1:25,0.16,19/9/1996 21:58,Lok On Pai,2.26,20/9/1996 1:30,0.18,19/9/1996 15:39,,,,,,,,,,
Typhoon Beth ( Oct 1996 ),Quarry Bay,2.65,20/10/1996 2:41,0.47,20/10/1996 2:41,,Tai Po Kau,2.84,20/10/1996 2:36,0.75,20/10/1996 2:24,Tsim Bei Tsui,2.51,20/10/1996 3:18,0.34,20/10/1996 12:57,Lok On Pai,2.52,20/10/1996 3:07,0.35,20/10/1996 3:07,,,,,,,,,,
Typhoon Victor ( Aug 1997 ),Quarry Bay,2.76,2/8/1997 9:24,1.01,2/8/1997 17:57,,Tsim Bei Tsui,3.13,2/8/1997 8:34,1.13,2/8/1997 23:21,Waglan Island,2.77,2/8/1997 8:16,0.93,2/8/1997 18:16,Lok On Pai,2.75,2/8/1997 9:03,0.7,2/8/1997 17:34,Tai O,2.73,2/8/1997 8:10,0.76,2/8/1997 17:23,,,,,
Typhoon Zita ( Aug 1997 ),Quarry Bay,2.64,21/8/1997 11:50,0.62,21/8/1997 15:11,,Waglan Island,2.67,21/8/1997 11:36,0.59,21/8/1997 15:10,Lok On Pai,2.62,21/8/1997 12:19,0.51,22/8/1997 0:42,Tai O,2.58,21/8/1997 11:35,0.47,22/8/1997 0:59,,,,,,,,,,
Severe Tropical Storm Penny ( Aug 1998 ),Quarry Bay,2.52,10/8/1998 10:53,0.2,10/8/1998 7:15,,Shek Pik,2.66,---,0.28,---,Tai Po Kau,2.64,10/8/1998 8:26,0.54,10/8/1998 8:18,Tsim Bei Tsui,3.03,10/8/1998 11:23,0.26,10/8/1998 9:28,Lok On Pai,2.65,10/8/1998 10:57,0.18,10/8/1998 14:28,,,,,
Tropical Depression No name ( Aug 1998 ),Quarry Bay,2.32,22/8/1998 9:19,0.16,21/8/1998 21:43,,Shek Pik,2.44,---,0.09,---,Tai Po Kau,2.41,22/8/1998 10:24,0.34,22/8/1998 12:50,Tsim Bei Tsui,2.73,22/8/1998 9:55,0.25,21/8/1998 20:09,Waglan Island,2.35,22/8/1998 9:25,0.17,22/8/1998 13:09,Lok On Pai,2.4,22/8/1998 10:08,0.11,21/8/1998 22:03
Tropical Depression No name ( Sep 1998 ),Quarry Bay,2.26,13/9/1998 1:39,0.19,12/9/1998 14:54,,Shek Pik,2.31,---,0.21,---,Tai Po Kau,2.44,13/9/1998 2:31,0.37,13/9/1998 2:15,Tsim Bei Tsui,2.47,12/9/1998 1:40,0.2,12/9/1998 14:47,Waglan Island,2.35,13/9/1998 2:19,0.23,12/9/1998 13:22,,,,,
Typhoon Zeb ( Oct 1998 ),Quarry Bay,2.26,16/10/1998 6:42,0.36,16/10/1998 19:20,,Shek Pik,2.18,---,0.12,---,Tai Po Kau,2.23,16/10/1998 7:34,0.43,16/10/1998 19:24,Tsim Bei Tsui,2.37,16/10/1998 21:05,0.39,16/10/1998 21:02,Lok On Pai,2.11,16/10/1998 6:25,0.23,16/10/1998 20:29,,,,,
Typhoon Babs ( Oct 1998 ),Quarry Bay,2.93,24/10/1998 23:40,0.71,26/10/1998 0:35,,Shek Pik,2.94,---,0.6,---,Tai Po Kau,2.9,26/10/1998 0:19,0.9,25/10/1998 12:55,Tsim Bei Tsui,2.97,25/10/1998 1:05,0.73,24/10/1998 20:18,Waglan Island,3,26/10/1998 0:18,0.82,26/10/1998 0:20,Lok On Pai,2.82,24/10/1998 23:52,0.61,25/10/1998 1:44
Typhoon Leo ( Apr 1999 ),Quarry Bay,2.75,2/5/1999 10:19,0.74,2/5/1999 5:48,,Shek Pik,2.7,---,0.63,---,Tai Po Kau,2.72,2/5/1999 10:51,0.89,2/5/1999 6:12,Tsim Bei Tsui,2.8,1/5/1999 10:31,0.68,2/5/1999 7:54,Lok On Pai,2.66,2/5/1999 10:14,0.66,2/5/1999 5:04,,,,,
Typhoon Maggie ( Jun 1999 ),Quarry Bay,2.35,7/6/1999 13:46,0.69,7/6/1999 3:46,,Shek Pik,2.32,---,0.45,---,Tsim Bei Tsui,2.41,7/6/1999 15:15,0.63,7/6/1999 12:15,Waglan Island,2.35,6/6/1999 13:37,0.63,7/6/1999 3:32,Lok On Pai,2.28,7/6/1999 14:42,0.54,8/6/1999 1:10,,,,,
Tropical Storm No name ( Jul 1999 ),Quarry Bay,2.51,27/7/1999 7:20,0.46,26/7/1999 22:48,,Shek Pik,2.49,---,0.32,---,Tai Po Kau,2.4,27/7/1999 6:06,0.5,26/7/1999 21:50,,,,,,,,,,,,,,,
Typhoon Sam ( Aug 1999 ),Quarry Bay,2.5,22/8/1999 5:28,0.6,22/8/1999 9:46,,Shek Pik,2.41,---,0.41,---,Tai Po Kau,2.54,22/8/1999 5:40,0.9,22/8/1999 18:58,Tsim Bei Tsui,2.76,23/8/1999 7:26,0.79,23/8/1999 0:44,Waglan Island,2.56,22/8/1999 5:20,0.7,22/8/1999 10:09,,,,,
Tropical Storm Wendy ( Sep 1999 ),Quarry Bay,2.35,4/9/1999 3:33,0.29,4/9/1999 3:28,,Shek Pik,2.26,---,0.15,---,Tai Po Kau,2.25,4/9/1999 4:40,0.19,4/9/1999 4:55,Waglan Island,2.33,4/9/1999 4:12,0.18,4/9/1999 4:11,,,,,,,,,,
Typhoon  ( Sep 1999 )York,Quarry Bay,2.39,16/9/1999 0:42,0.74,16/9/1999 11:06,https://www.hko.gov.hk/en/informtc/90s/york/york.htm,Shek Pik,2.32,---,0.58,---,Waglan Island,2.5,16/9/1999 1:13,0.73,16/9/1999 10:11,,,,,,,,,,,,,,,
Severe Tropical Storm Cam ( Sep 1999 ),Quarry Bay,2.75,26/9/1999 10:37,0.51,26/9/1999 10:37,,Shek Pik,2.59,---,0.29,---,Tai Po Kau,2.98,26/9/1999 10:57,0.73,26/9/1999 10:57,Waglan Island,2.8,26/9/1999 9:54,0.46,26/9/1999 9:59,,,,,,,,,,
Typhoon Dan ( Oct 1999 ),Quarry Bay,2.61,8/10/1999 8:59,0.53,6/10/1999 19:16,,Shek Pik,2.5,---,0.31,---,Tai Po Kau,2.59,8/10/1999 9:26,0.56,6/10/1999 20:03,Tsim Bei Tsui,2.67,---,0.61,---,Waglan Island,2.63,6/10/1999 6:58,0.5,8/10/1999 21:20,,,,,
Tropical Depression No name ( Jun 2000 ),Quarry Bay,1.47,19/6/2000 0:00,0.21,18/6/2000 21:55,,Shek Pik,1.49,---,0.06,---,Tai Po Kau,1.59,18/6/2000 23:47,0.31,18/6/2000 23:18,Tsim Bei Tsui,1.8,19/6/2000 0:08,0.18,19/6/2000 0:03,,,,,,,,,,
Typhoon Kai-tak ( Jul 2000 ),Quarry Bay,2.46,7/7/2000 13:42,0.55,8/7/2000 3:59,,Shek Pik,2.45,---,0.47,---,Tai Po Kau,2.45,7/7/2000 14:53,0.6,7/7/2000 2:10,Tsim Bei Tsui,2.62,7/7/2000 13:55,0.46,7/7/2000 10:55,Waglan Island,2.46,7/7/2000 14:09,0.55,7/7/2000 19:10,,,,,
Tropical Depression No name ( Jul 2000 ),Quarry Bay,2.65,16/7/2000 8:29,0.45,16/7/2000 8:29,,Shek Pik,2.66,---,0.44,---,Tai Po Kau,2.51,16/7/2000 7:24,0.47,16/7/2000 13:07,Tsim Bei Tsui,2.87,16/7/2000 9:33,0.33,16/7/2000 5:13,Waglan Island,2.61,16/7/2000 8:23,0.44,16/7/2000 13:40,,,,,
Typhoon Bilis ( Aug 2000 ),Quarry Bay,1.53,23/8/2000 15:35,0.13,23/8/2000 15:25,,Shek Pik,1.65,---,0.11,---,Tai Po Kau,1.5,23/8/2000 16:48,0.2,23/8/2000 9:36,Tsim Bei Tsui,1.71,23/8/2000 16:54,0.16,23/8/2000 18:49,Waglan Island,1.57,23/8/2000 16:03,0.13,23/8/2000 9:04,,,,,
Severe Tropical Storm Maria(1) ( Aug 2000 ),Quarry Bay,2.79,29/8/2000 8:51,0.3,29/8/2000 8:45,,Shek Pik,2.78,---,0.29,---,Tai Po Kau,2.69,29/8/2000 9:49,0.32,29/8/2000 5:09,Tsim Bei Tsui,3.06,29/8/2000 9:00,0.4,29/8/2000 7:41,,,,,,,,,,
